user_id,post_count,gini_coefficient,shannon_entropy,top1_ratio,top2_ratio,dominant_topic,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11
blackmattersus,46,0.683280,2.288333,0.434217,0.688908,8,0.010862,0.016323,0.030726,0.043417,0.254691,0.008223,0.009569,0.010953,0.434217,0.009827,0.162251,0.008942
wonderhann,5,0.682816,2.329264,0.399219,0.615818,8,0.068300,0.005734,0.023026,0.008102,0.172635,0.099148,0.002560,0.001274,0.399219,0.001824,0.216598,0.001580
c__wells,62,0.681997,2.301128,0.401958,0.683637,8,0.030490,0.012378,0.032544,0.020118,0.170463,0.023572,0.012251,0.006373,0.401958,0.004677,0.281680,0.003498
cliftonhughes_,12,0.681938,2.316279,0.392337,0.663988,4,0.044077,0.011188,0.014540,0.017043,0.392337,0.020040,0.003869,0.002974,0.271651,0.034567,0.184024,0.003690
datwisenigga,172,0.681658,2.289373,0.328903,0.628126,10,0.007173,0.012546,0.021540,0.189872,0.117746,0.010271,0.003429,0.002823,0.299223,0.002080,0.328903,0.004392
baobaeham,177,0.681233,2.307997,0.375299,0.649757,8,0.008774,0.014793,0.019831,0.119206,0.158399,0.005668,0.005916,0.004524,0.375299,0.006952,0.274458,0.006180
gwen_garland,1,0.681195,2.211755,0.335975,0.649927,4,0.013021,0.012617,0.026234,0.017966,0.335975,0.009612,0.007068,0.005433,0.313952,0.007779,0.243602,0.006741
fischermaria933,1,0.680794,2.298105,0.341982,0.672301,4,0.010206,0.009888,0.020812,0.014081,0.341982,0.007533,0.005540,0.004259,0.159278,0.330320,0.090819,0.005283
sonderkatharina,1,0.680793,2.298109,0.341980,0.672300,4,0.010206,0.009888,0.020813,0.014081,0.341980,0.007533,0.005540,0.004259,0.159278,0.330320,0.090819,0.005283
tinatkurtz1222,1,0.680790,2.298125,0.341976,0.672296,4,0.010206,0.009888,0.020817,0.014081,0.341976,0.007533,0.005540,0.004259,0.159278,0.330320,0.090819,0.005283
blackeyeblog,6,0.680021,2.330976,0.369416,0.645335,4,0.027083,0.008293,0.017269,0.011819,0.369416,0.006318,0.004646,0.089171,0.275919,0.005113,0.180523,0.004431
christinacrisss,1,0.680002,2.156614,0.302477,0.555078,8,0.247136,0.003241,0.006754,0.004617,0.252600,0.002469,0.001816,0.001396,0.302477,0.001998,0.173763,0.001732
evewebster373,81,0.678347,2.351599,0.374941,0.668387,8,0.006506,0.014467,0.080826,0.043104,0.146274,0.016052,0.007482,0.005075,0.374941,0.002506,0.293445,0.009320
gracelilstar,1,0.678346,2.245129,0.373692,0.579054,8,0.196431,0.006426,0.013414,0.009150,0.205362,0.004895,0.003600,0.002767,0.373692,0.003962,0.176867,0.003433
ponomarevslav,16,0.678230,2.297314,0.373944,0.716809,8,0.014787,0.007343,0.034737,0.039310,0.342865,0.010326,0.018500,0.014968,0.373944,0.009610,0.129687,0.003923
trayneshacole,73,0.678105,2.269746,0.371901,0.637950,8,0.009311,0.009280,0.023820,0.031475,0.266049,0.006413,0.023122,0.008200,0.371901,0.007500,0.236696,0.006234
rus_in_usa,2,0.677552,2.336260,0.400059,0.691152,4,0.013022,0.012617,0.026340,0.017966,0.400059,0.009612,0.007068,0.005434,0.291093,0.094175,0.115874,0.006741
bleepthepolice,86,0.676743,2.307914,0.460285,0.650096,8,0.012465,0.009744,0.032785,0.047012,0.189811,0.010332,0.013930,0.018183,0.460285,0.008145,0.189598,0.007709
berkhoff85,9,0.676629,2.349688,0.448417,0.667492,4,0.056613,0.006462,0.055689,0.009202,0.448417,0.004923,0.003620,0.002783,0.122915,0.219075,0.059536,0.010767
4mysquad,20,0.675841,2.368251,0.402405,0.658047,8,0.015806,0.046625,0.018059,0.066773,0.255643,0.012601,0.007653,0.005259,0.402405,0.005891,0.159313,0.003972
notballinyet,7,0.675660,2.342846,0.365149,0.664273,4,0.018550,0.006041,0.029562,0.055373,0.365149,0.004602,0.003384,0.019581,0.299124,0.003725,0.174519,0.020390
deusxyx,16,0.675403,2.349778,0.391377,0.643819,4,0.079754,0.006285,0.014805,0.007605,0.391377,0.017939,0.023374,0.008604,0.252441,0.004329,0.183658,0.009829
boryabuchin,8,0.674762,2.363748,0.452482,0.673541,4,0.007780,0.007538,0.090083,0.010744,0.452482,0.005743,0.024709,0.032478,0.221059,0.029404,0.113951,0.004028
shapka_mono,2,0.674239,2.316079,0.354036,0.597902,4,0.098647,0.009613,0.020035,0.013705,0.354036,0.007323,0.005385,0.004140,0.232187,0.005927,0.243866,0.005136
whitehousecards,60,0.672511,2.355211,0.467183,0.625580,9,0.009966,0.013308,0.020320,0.050405,0.154554,0.007357,0.010876,0.004159,0.158397,0.467183,0.098315,0.005159
peeonhillary,1,0.671903,2.225011,0.311474,0.619856,4,0.013023,0.012618,0.027359,0.017968,0.311474,0.009613,0.007069,0.005434,0.308382,0.007781,0.272536,0.006742
lilylilyhasse,6,0.671567,2.271763,0.545407,0.657701,9,0.086122,0.020517,0.019789,0.009172,0.112294,0.009409,0.016907,0.001952,0.096533,0.545407,0.071462,0.010436
bigboysneed,12,0.671073,2.368324,0.341001,0.653917,4,0.012396,0.005146,0.077175,0.014645,0.341001,0.055047,0.005940,0.008461,0.312916,0.003173,0.158383,0.005716
brianthelifter,10,0.670841,2.361302,0.434970,0.683763,4,0.039944,0.030796,0.035458,0.032252,0.434970,0.021101,0.002653,0.002135,0.248794,0.014354,0.133141,0.004402
liljordamn,41,0.670636,2.347851,0.361246,0.686714,4,0.024832,0.041427,0.031986,0.016020,0.361246,0.005577,0.021186,0.004304,0.325468,0.008281,0.153049,0.006624
nehemiahx,11,0.670136,2.363353,0.366502,0.643270,4,0.013485,0.033033,0.039931,0.007703,0.366502,0.021888,0.003029,0.003641,0.276768,0.036507,0.194625,0.002889
robertebonyking,11,0.669317,2.394206,0.391569,0.675912,4,0.008059,0.007808,0.042703,0.067888,0.391569,0.028118,0.008844,0.022659,0.284343,0.004815,0.129022,0.004172
briys_valera,1,0.669087,2.266388,0.310738,0.564829,10,0.006629,0.006423,0.013366,0.162959,0.254092,0.004894,0.003598,0.002766,0.227142,0.003961,0.310738,0.003432
edmundrjr,3,0.669042,2.363252,0.408462,0.645455,4,0.074119,0.002641,0.087148,0.066620,0.408462,0.002012,0.001480,0.010798,0.236992,0.001629,0.106686,0.001411
mrclydepratt,122,0.668974,2.318802,0.316469,0.616377,10,0.005740,0.012303,0.020191,0.148707,0.171156,0.006217,0.006124,0.005322,0.299909,0.002925,0.316469,0.004936
lapinolegg,9,0.668601,2.364097,0.475502,0.678328,4,0.007240,0.007015,0.068913,0.009993,0.475502,0.005344,0.018500,0.067879,0.202826,0.048188,0.084852,0.003748
colbyst1,3,0.668460,2.325298,0.305857,0.599540,8,0.220728,0.007210,0.014992,0.010285,0.112183,0.005493,0.004039,0.003105,0.305857,0.004446,0.293683,0.017980
jacksoncitypost,40,0.668343,2.339568,0.325484,0.597439,4,0.007861,0.011136,0.219350,0.023779,0.325484,0.005802,0.007453,0.003280,0.271955,0.008451,0.111380,0.004069
elpasotopnews,3,0.667329,2.373414,0.355282,0.664321,4,0.067646,0.013994,0.029113,0.019927,0.355282,0.010661,0.007839,0.006027,0.309039,0.008629,0.164368,0.007477
alexharritonov,19,0.667119,2.370879,0.418226,0.697971,4,0.007425,0.014454,0.045686,0.020600,0.418226,0.012301,0.015960,0.023876,0.279744,0.033572,0.124311,0.003844
cascaseyp,20,0.665787,2.376633,0.397020,0.628040,4,0.044533,0.007504,0.020098,0.017052,0.397020,0.032596,0.011180,0.003232,0.231019,0.004627,0.208056,0.023084
beckster319,39,0.664430,2.299812,0.317734,0.629326,4,0.017116,0.010816,0.024639,0.028865,0.317734,0.016965,0.004333,0.008659,0.311591,0.008365,0.243474,0.007442
maximgaron1,2,0.662379,2.396220,0.378079,0.615655,4,0.011626,0.011265,0.023608,0.016045,0.378079,0.008582,0.129353,0.004851,0.237576,0.006946,0.166050,0.006019
manuelkrosss,29,0.662218,2.326143,0.533184,0.654701,9,0.080289,0.028992,0.024335,0.016694,0.121517,0.018544,0.002566,0.001973,0.105492,0.533184,0.049093,0.017321
politopros,1,0.661447,2.355199,0.310226,0.609648,4,0.009254,0.008967,0.018648,0.012769,0.310226,0.006831,0.005023,0.003862,0.144506,0.299422,0.175701,0.004791
ssus_panther,1,0.660529,2.353321,0.316530,0.584290,0,0.316530,0.008926,0.018559,0.012710,0.267759,0.006800,0.005000,0.003844,0.197669,0.005504,0.151931,0.004769
beverlybalsom,1,0.660520,2.376042,0.369564,0.595851,8,0.010212,0.009894,0.020573,0.014088,0.160003,0.007537,0.226286,0.004261,0.369564,0.006101,0.166195,0.005286
blacneighbor,13,0.659914,2.392084,0.390628,0.660428,8,0.019210,0.017059,0.025467,0.041419,0.269800,0.016798,0.024163,0.010316,0.390628,0.007512,0.174128,0.003499
erdollum,16,0.659678,2.430373,0.352149,0.641969,9,0.051764,0.017835,0.015103,0.014190,0.289819,0.005514,0.004055,0.003117,0.160275,0.352149,0.073701,0.012477
donnielmiller,4,0.657973,2.407208,0.336056,0.619205,10,0.038815,0.046623,0.018328,0.012550,0.283149,0.006713,0.004936,0.003795,0.211883,0.005433,0.336056,0.031720
chrixmorgan,59,0.657453,2.342476,0.421333,0.636062,10,0.019611,0.014177,0.019288,0.024470,0.214729,0.022864,0.013940,0.002602,0.214489,0.012809,0.421333,0.019688
marissaimstrong,19,0.656580,2.424854,0.386089,0.652217,4,0.041837,0.008376,0.030954,0.010709,0.386089,0.039750,0.004211,0.016760,0.266128,0.016356,0.169309,0.009520
ryanncooperwood,1,0.655919,2.379731,0.322746,0.547233,8,0.006206,0.006013,0.223066,0.074045,0.125978,0.004581,0.003368,0.002589,0.322746,0.003707,0.224487,0.003212
aleksey_sokol_,12,0.655556,2.431196,0.362172,0.679778,4,0.017559,0.007801,0.087969,0.023488,0.362172,0.005943,0.024079,0.006665,0.317606,0.044077,0.098475,0.004168
bocharnikov_v,18,0.655288,2.401226,0.354914,0.693928,4,0.021079,0.025922,0.029519,0.044262,0.354914,0.010602,0.032185,0.003437,0.339013,0.011931,0.122872,0.004263
baltimore0nline,105,0.654591,2.404766,0.337085,0.662219,8,0.015433,0.013017,0.105962,0.023733,0.325134,0.008670,0.011308,0.006375,0.337085,0.010718,0.132224,0.010341
danageezus,53,0.654134,2.355913,0.430777,0.648407,10,0.012960,0.027019,0.020514,0.018078,0.197596,0.018962,0.005835,0.016128,0.217630,0.016031,0.430777,0.018471
todaypittsburgh,66,0.653079,2.432059,0.321183,0.627699,4,0.010615,0.014504,0.136887,0.055642,0.321183,0.005975,0.007865,0.005017,0.306515,0.004836,0.123484,0.007475
toneporter,21,0.652978,2.431568,0.347903,0.609190,4,0.041156,0.019910,0.043322,0.009929,0.347903,0.034006,0.003904,0.003002,0.261287,0.004298,0.214478,0.016806
maymaymyy,11,0.652229,2.430450,0.334360,0.633437,4,0.005916,0.045830,0.027924,0.034249,0.334360,0.030315,0.003211,0.002468,0.299077,0.021234,0.188420,0.006995
yaeltrouble,1,0.650850,2.410382,0.337890,0.588127,10,0.013023,0.012618,0.148375,0.017968,0.183251,0.009613,0.007069,0.005434,0.250237,0.007780,0.337890,0.006742
mbrownhere,1,0.650788,2.448739,0.332348,0.598865,3,0.007711,0.007472,0.015584,0.332348,0.113045,0.005692,0.085592,0.003218,0.154222,0.004607,0.266517,0.003992
fishalexanderr,12,0.650025,2.405272,0.505648,0.655505,9,0.149857,0.049076,0.016052,0.009025,0.086211,0.032760,0.016470,0.002045,0.081543,0.505648,0.044095,0.007217
jerstoner,8,0.649564,2.454070,0.348699,0.643044,4,0.032635,0.009908,0.049892,0.009541,0.348699,0.025870,0.002723,0.002093,0.294345,0.034856,0.168136,0.021301
worldofhashtags,52,0.649245,2.397355,0.353094,0.663375,10,0.029653,0.024249,0.019609,0.018822,0.310281,0.025476,0.005260,0.002428,0.175481,0.018367,0.353094,0.017281
joachimbuchwitz,1,0.648170,2.463039,0.424948,0.587038,9,0.146690,0.006423,0.013358,0.009147,0.162090,0.062182,0.003598,0.002766,0.106371,0.424948,0.058994,0.003432
iancalh0un,2,0.647932,2.484448,0.407815,0.623558,8,0.013036,0.012631,0.026263,0.086148,0.215742,0.009622,0.007076,0.005440,0.407815,0.076670,0.132809,0.006748
reachitdoit,1,0.647550,2.337527,0.290621,0.535670,8,0.245050,0.007477,0.015547,0.010647,0.201652,0.005696,0.004189,0.003220,0.290621,0.004610,0.207298,0.003995
aantiracist,14,0.647053,2.482734,0.333860,0.634688,4,0.052097,0.066940,0.016261,0.026105,0.333860,0.031278,0.003180,0.002445,0.300828,0.011167,0.152804,0.003033
jarrardnorman,24,0.646157,2.445076,0.350039,0.608108,4,0.035402,0.012381,0.037943,0.012451,0.350039,0.023487,0.003827,0.008138,0.218527,0.006270,0.258069,0.033467
peterkistner,14,0.643651,2.373365,0.530002,0.650329,9,0.055798,0.025024,0.026786,0.006478,0.114789,0.025531,0.021882,0.001959,0.120327,0.530002,0.049038,0.022386
seattle_post,36,0.642715,2.445979,0.286722,0.553774,2,0.006293,0.011192,0.286722,0.060399,0.235069,0.004045,0.009907,0.005289,0.267052,0.009476,0.100665,0.003890
lukas_rosler,6,0.641930,2.495881,0.306633,0.609776,4,0.058120,0.020668,0.018677,0.012681,0.306633,0.006784,0.004989,0.003835,0.159446,0.303144,0.100265,0.004758
_billy_moyer_,88,0.641615,2.447813,0.422301,0.663148,8,0.021672,0.016150,0.039165,0.021882,0.151574,0.027855,0.023063,0.014604,0.422301,0.011303,0.240847,0.009584
curtisbigman,28,0.641441,2.457177,0.351722,0.639103,4,0.019728,0.016269,0.032659,0.014571,0.351722,0.030636,0.024341,0.002610,0.287381,0.004019,0.182368,0.033694
todaycleveland,19,0.639729,2.502189,0.382717,0.584007,8,0.016862,0.011101,0.153783,0.059478,0.201290,0.012437,0.009489,0.002942,0.382717,0.009855,0.131263,0.008782
abigailssilk,7,0.637289,2.535020,0.381718,0.597257,4,0.087388,0.006444,0.053965,0.009182,0.381718,0.004909,0.032579,0.002775,0.215540,0.052714,0.149343,0.003443
mtthsberger,4,0.636586,2.539988,0.355934,0.613816,9,0.052628,0.033037,0.042391,0.012339,0.257882,0.006602,0.004854,0.003732,0.146225,0.355934,0.079746,0.004630
hipppo_,23,0.636030,2.529582,0.380650,0.600606,4,0.079551,0.023579,0.028770,0.012808,0.380649,0.027224,0.034750,0.003197,0.219956,0.004578,0.176270,0.008668
johnieboycooks,10,0.635923,2.522863,0.326381,0.632835,8,0.015385,0.067499,0.027938,0.064257,0.306454,0.029724,0.003925,0.003017,0.326381,0.004320,0.137596,0.013505
chrisuport_port,9,0.635563,2.538546,0.350059,0.591685,4,0.094699,0.008502,0.029965,0.012107,0.350059,0.006477,0.004763,0.003661,0.152561,0.241626,0.083242,0.012338
calebpaar,23,0.634311,2.497088,0.342692,0.577491,4,0.027445,0.036210,0.046157,0.011055,0.342692,0.037228,0.004347,0.003342,0.229817,0.004785,0.234799,0.022125
glennharper_,4,0.633588,2.490192,0.290355,0.579429,10,0.157662,0.006599,0.013745,0.009405,0.160345,0.029400,0.015527,0.002842,0.289074,0.021522,0.290355,0.003525
schultei2,1,0.632277,2.508470,0.295877,0.544475,9,0.007711,0.007471,0.015536,0.010638,0.198161,0.005691,0.004185,0.003217,0.133951,0.295877,0.068964,0.248599
angela_lattke,1,0.632268,2.508490,0.295863,0.544461,9,0.007711,0.007471,0.015536,0.010638,0.198154,0.005691,0.004185,0.003217,0.133971,0.295863,0.068964,0.248599
russianallies,1,0.631255,2.493013,0.346501,0.620891,8,0.022202,0.021512,0.044731,0.030632,0.274390,0.016388,0.012051,0.009264,0.346501,0.013264,0.197571,0.011494
aiden7757,22,0.629173,2.546499,0.352202,0.572742,4,0.064090,0.017041,0.041370,0.023688,0.352202,0.042351,0.009353,0.003415,0.220540,0.004890,0.210773,0.010286
charlesrespeck,5,0.626549,2.530853,0.283784,0.530707,8,0.046673,0.055791,0.219516,0.010627,0.246922,0.005683,0.004179,0.003213,0.283784,0.004600,0.115027,0.003986
andreaseulitz,1,0.624346,2.536467,0.277106,0.545825,5,0.008543,0.008277,0.017212,0.011787,0.268719,0.277106,0.004637,0.003565,0.133738,0.185974,0.076019,0.004422
dannythehappies,25,0.620204,2.499628,0.309266,0.571317,4,0.032291,0.022644,0.021105,0.011284,0.309266,0.023318,0.016578,0.003412,0.262051,0.010399,0.251279,0.036374
kirstenladaniel,1,0.618529,2.515077,0.316899,0.517887,8,0.013022,0.012617,0.026236,0.017967,0.187093,0.009612,0.200988,0.005434,0.316899,0.007780,0.195610,0.006741
lynsrodriguez,7,0.618233,2.582886,0.291873,0.567583,4,0.055441,0.020162,0.083073,0.020540,0.291873,0.017163,0.025707,0.003214,0.275709,0.004602,0.198529,0.003987
sincerepruitt,11,0.617866,2.532227,0.342676,0.621976,8,0.020337,0.030695,0.033533,0.031428,0.279300,0.020534,0.009206,0.021787,0.342676,0.023244,0.184163,0.003095
erdollum666,4,0.616691,2.611943,0.361525,0.554468,9,0.051842,0.010721,0.022293,0.015267,0.192942,0.008168,0.006006,0.004617,0.182425,0.361525,0.098515,0.045678
jsncarey,4,0.615872,2.579026,0.298167,0.514227,8,0.213401,0.070734,0.019027,0.012955,0.130983,0.006928,0.005095,0.003917,0.298167,0.017874,0.216059,0.004859
dominicvalent,37,0.615507,2.486147,0.337178,0.616878,10,0.024076,0.014065,0.020877,0.022351,0.279699,0.018461,0.019320,0.020777,0.212651,0.009257,0.337178,0.021286
jmscoxxx,23,0.615016,2.560038,0.408348,0.605142,4,0.033872,0.026696,0.026131,0.021737,0.408348,0.031936,0.010616,0.009740,0.196794,0.010600,0.178322,0.045209
kencannone,16,0.613242,2.623489,0.328099,0.575013,4,0.030154,0.012152,0.043731,0.020036,0.328099,0.080869,0.004168,0.009124,0.178984,0.004587,0.246914,0.041183
holycrapchrix,24,0.612729,2.611500,0.390694,0.611199,4,0.066294,0.022241,0.029029,0.015935,0.390694,0.045841,0.022980,0.004943,0.220506,0.003288,0.137450,0.040801
meggieoneil,6,0.610021,2.553403,0.280569,0.556256,4,0.046702,0.009782,0.038028,0.013966,0.280569,0.026773,0.005480,0.024423,0.275687,0.006032,0.247142,0.025418
adrienne_gg,23,0.606866,2.606493,0.341136,0.564276,4,0.032509,0.024450,0.035459,0.015080,0.341136,0.026435,0.009526,0.056920,0.223140,0.004678,0.216087,0.014582
bigseanbeast,11,0.605860,2.643886,0.342752,0.548830,4,0.010663,0.061157,0.062456,0.070122,0.342752,0.004695,0.003452,0.031036,0.206078,0.003800,0.184697,0.019092
charlesjharper,26,0.603798,2.650205,0.367801,0.583091,4,0.066720,0.018910,0.041947,0.016014,0.367801,0.022858,0.008259,0.010915,0.215289,0.011877,0.165064,0.054345
heyheyhailey,17,0.602708,2.596892,0.385793,0.589535,4,0.032671,0.034928,0.024602,0.026133,0.385793,0.029555,0.025191,0.004564,0.203742,0.004369,0.185328,0.043123
wokefromday1,15,0.602187,2.623181,0.337336,0.635912,4,0.059371,0.045595,0.044204,0.045341,0.337336,0.005087,0.028332,0.014670,0.298576,0.004117,0.104615,0.012757
susayung,13,0.601223,2.649695,0.293139,0.582988,4,0.074568,0.077702,0.025429,0.029863,0.293139,0.005094,0.024152,0.021517,0.289849,0.004123,0.150993,0.003572
catelinewatkins,11,0.600596,2.658636,0.315302,0.520898,4,0.107456,0.008334,0.017406,0.011870,0.315302,0.091446,0.004668,0.003589,0.205596,0.017679,0.188212,0.028442
bgarner2107,27,0.600404,2.650092,0.327868,0.557936,4,0.032363,0.007340,0.036288,0.039154,0.327868,0.053588,0.013079,0.003161,0.230068,0.004526,0.195304,0.057260
loragreeen,33,0.597988,2.624119,0.336125,0.591125,4,0.041795,0.016449,0.033197,0.021893,0.336125,0.034834,0.031207,0.003024,0.255001,0.010238,0.186674,0.029565
gab1aldana,27,0.596828,2.657767,0.335220,0.560600,4,0.019110,0.017290,0.052838,0.009646,0.335220,0.049108,0.028228,0.002915,0.225380,0.015241,0.197857,0.047168
novostidamask,6,0.596032,2.665304,0.306063,0.548429,8,0.019611,0.019001,0.039511,0.027058,0.242367,0.014476,0.010645,0.008183,0.306063,0.128421,0.174513,0.010152
rusnevrotik,2,0.595519,2.601358,0.247433,0.481551,11,0.097530,0.008531,0.017839,0.012165,0.168867,0.006499,0.004779,0.003674,0.193304,0.005260,0.234119,0.247433
msm0re,2,0.595514,2.601336,0.247432,0.481487,11,0.097530,0.008531,0.017828,0.012165,0.168868,0.006499,0.004779,0.003674,0.193379,0.005260,0.234055,0.247432
hellieedwards,27,0.594984,2.649123,0.338416,0.581095,4,0.040223,0.007552,0.036083,0.025118,0.338416,0.046973,0.025887,0.016160,0.242680,0.004657,0.186665,0.029588
ilikebigbuttand,33,0.593486,2.645747,0.310089,0.568310,4,0.022920,0.017230,0.033440,0.031113,0.310089,0.057388,0.028019,0.008803,0.207340,0.012537,0.258221,0.012901
sovasof,2,0.592553,2.598330,0.239170,0.461959,10,0.098029,0.222789,0.018742,0.012864,0.165579,0.006867,0.005049,0.003882,0.216655,0.005558,0.239170,0.004816
mikkyrurk,2,0.592081,2.619084,0.247901,0.471085,11,0.009710,0.223184,0.019653,0.013413,0.208203,0.007168,0.005271,0.004052,0.168194,0.005801,0.087451,0.247901
oh_frida,2,0.592080,2.619081,0.247901,0.471085,11,0.009710,0.223184,0.019651,0.013413,0.208192,0.007167,0.005271,0.004052,0.168207,0.005801,0.087451,0.247901
bruciedublin,25,0.590532,2.683776,0.377831,0.569257,4,0.055483,0.029562,0.029796,0.021132,0.377831,0.034033,0.019241,0.002643,0.191426,0.009030,0.163487,0.066337
aldrich420,13,0.590506,2.676178,0.329604,0.565719,4,0.006027,0.005840,0.033597,0.008322,0.329604,0.034172,0.038463,0.064129,0.236114,0.028536,0.186379,0.028816
coldwar20_ru,4,0.589406,2.702511,0.298271,0.514236,9,0.012752,0.052299,0.025692,0.017595,0.215965,0.009413,0.041382,0.005321,0.201229,0.298271,0.113479,0.006602
margosavazh,5,0.589328,2.681153,0.280569,0.521978,9,0.015468,0.014987,0.031164,0.021342,0.191168,0.011418,0.040364,0.006455,0.241409,0.280569,0.137648,0.008008
angelabach991,22,0.588504,2.666923,0.411673,0.565998,9,0.152308,0.046777,0.033032,0.016686,0.154326,0.020517,0.019724,0.001537,0.082793,0.411673,0.036728,0.023899
maxdementiev,4,0.587921,2.651633,0.274613,0.492593,8,0.017596,0.017049,0.035451,0.024277,0.217463,0.012988,0.009551,0.007342,0.274613,0.217980,0.156581,0.009109
adrgreerr,9,0.582176,2.708936,0.276097,0.526009,4,0.021142,0.064728,0.055559,0.010610,0.276097,0.005670,0.061586,0.026783,0.249912,0.004589,0.209873,0.013450
lavrovmuesli,9,0.581281,2.713328,0.262829,0.502551,9,0.015360,0.053778,0.041396,0.021193,0.194999,0.011338,0.008337,0.006409,0.239722,0.262829,0.136686,0.007952
amandavgreen,26,0.580048,2.680452,0.343166,0.588321,4,0.007018,0.040458,0.035294,0.024496,0.343166,0.037071,0.033361,0.025524,0.245155,0.004193,0.167556,0.036708
klausfinker,1,0.577377,2.704585,0.283582,0.486748,9,0.150876,0.012613,0.026227,0.017961,0.160885,0.009609,0.007066,0.005432,0.203166,0.283582,0.115843,0.006739
hamburgbote,1,0.577360,2.704855,0.283518,0.486864,9,0.150440,0.012624,0.026251,0.017977,0.161026,0.009618,0.007072,0.005437,0.203346,0.283518,0.115945,0.006745
sto_christi,1,0.574555,2.717451,0.283478,0.486699,9,0.013021,0.012617,0.026235,0.017966,0.160928,0.147417,0.007068,0.005434,0.203221,0.283478,0.115874,0.006741
edmundc0oke,1,0.572271,2.705532,0.268746,0.483391,8,0.011449,0.011094,0.023068,0.015797,0.156734,0.008451,0.214646,0.004778,0.268745,0.006840,0.151365,0.127033
margoberoeva,2,0.567848,2.733829,0.251024,0.478752,8,0.011451,0.011095,0.099316,0.076348,0.227728,0.008453,0.006216,0.004778,0.251024,0.188591,0.109072,0.005928
brentmcclure275,13,0.566656,2.784866,0.314092,0.544476,4,0.025097,0.052954,0.064512,0.038372,0.314092,0.004891,0.087094,0.002765,0.230384,0.007681,0.139797,0.032361
6druz,4,0.564981,2.752256,0.249889,0.473308,8,0.054188,0.116409,0.019839,0.013579,0.173601,0.007252,0.005333,0.004100,0.249889,0.005870,0.223418,0.126523
denn_nikitin,4,0.564967,2.752278,0.249850,0.473263,8,0.054188,0.116407,0.019839,0.013579,0.173646,0.007252,0.005333,0.004100,0.249850,0.005870,0.223414,0.126523
dickyirwin,21,0.564844,2.738711,0.345363,0.570972,4,0.021816,0.023667,0.038918,0.013172,0.345363,0.050571,0.026870,0.016228,0.225610,0.027156,0.173028,0.037601
gffgfsfgfsdffjj,3,0.563224,2.681019,0.252567,0.442009,8,0.010301,0.152497,0.020812,0.014233,0.189442,0.007603,0.005591,0.004298,0.252567,0.006154,0.169252,0.167249
brightandglory,30,0.562864,2.719355,0.318379,0.572747,4,0.037688,0.014828,0.016286,0.024352,0.318379,0.031509,0.032152,0.015777,0.254368,0.034783,0.186293,0.033586
claudia42kern,23,0.562803,2.739554,0.285709,0.530388,4,0.020688,0.028405,0.044580,0.015549,0.285709,0.051330,0.020125,0.028728,0.244680,0.004886,0.219161,0.036160
kadirovrussia,5,0.548104,2.809892,0.263703,0.456032,9,0.012174,0.077410,0.024527,0.126932,0.167618,0.008986,0.006608,0.005080,0.192328,0.263703,0.108332,0.006302
